id,slug,name,area,nearest,signature,tags,mood,feature,confirmationStatus,businessHours,regularHoliday,sourceUrl,mapUrl,lat,lng,imageUrl,imageAlt,imageCredit,imageSourceUrl,imageSourceType,imageAcquireStatus,imageUsagePlan,imageWanted
31,toraya-karyo-imperial-hotel,虎屋菓寮 帝国ホテル店,日比谷,日比谷駅、内幸町駅,和菓子、甘味、喫茶,"老舗,高級,日比谷,ホテル",ホテル内で静かに使える上質な和菓子喫茶,接待や休憩候補として強い。,公式確認済み,平日土曜11:00〜18:30 / 日祝11:00〜17:30,年中無休,https://www.toraya-group.co.jp/toraya/shops/detail/?id=12,https://www.google.com/maps/search/?api=1&query=%E8%99%8E%E5%B1%8B%E8%8F%93%E5%AF%AE%20%E5%B8%9D%E5%9B%BD%E3%83%9B%E3%83%86%E3%83%AB%E5%BA%97%20%E6%97%A5%E6%AF%94%E8%B0%B7,35.671,139.758,,虎屋菓寮 帝国ホテル店の雰囲気がわかる写真。候補: 帝国ホテル店内、和菓子,画像準備中,https://www.toraya-group.co.jp/toraya/shops/detail/?id=12,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,帝国ホテル店内、和菓子
32,funabashiya-shibamata-taishakuten,船橋屋 柴又帝釈天参道店,柴又,柴又駅,くず餅、あんみつ,"老舗,くず餅,下町,観光向き",柴又観光と合わせやすい、参道のくず餅候補,下町観光軸を広げられる。,公式確認済み,要確認,要確認,https://www.funabashiya.jp/hpgen/HPB/entries/35.html,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E6%A9%8B%E5%B1%8B%20%E6%9F%B4%E5%8F%88%E5%B8%9D%E9%87%88%E5%A4%A9%E5%8F%82%E9%81%93%E5%BA%97%20%E6%9F%B4%E5%8F%88,35.758,139.878,,船橋屋 柴又帝釈天参道店の雰囲気がわかる写真。候補: 柴又参道の店舗外観、くず餅,画像準備中,https://www.funabashiya.jp/hpgen/HPB/entries/35.html,自前撮影推奨,撮影待ち,店外観、看板、注文品を自前撮影して public/images/shops に保存,柴又参道の店舗外観、くず餅
33,funabashiya-coredo-muromachi,船橋屋 コレド室町店,日本橋,三越前駅,くず餅、あんみつ,"老舗系列,くず餅,日本橋,商業施設",日本橋散策や買い物の合間に使えるくず餅店,商業施設内で使いやすい。,公式確認済み,要確認,施設に準ずる,https://www.funabashiya.jp/hpgen/HPB/entries/35.html,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E6%A9%8B%E5%B1%8B%20%E3%82%B3%E3%83%AC%E3%83%89%E5%AE%A4%E7%94%BA%E5%BA%97%20%E6%97%A5%E6%9C%AC%E6%A9%8B,35.687,139.774,,船橋屋 コレド室町店の雰囲気がわかる写真。候補: コレド室町店舗入口、くず餅,画像準備中,https://mitsui-shopping-park.com/urban/muromachi/,施設公式画像候補,許諾確認待ち,商業施設の店舗ページ画像を候補元にし、施設側の利用条件を確認してから使用,コレド室町店舗入口、くず餅
34,funabashiya-atre-kichijoji,船橋屋 アトレ吉祥寺店,吉祥寺,吉祥寺駅,くず餅、和スイーツ,"老舗系列,くず餅,吉祥寺,駅近",吉祥寺駅直結で買いやすい和スイーツ候補,西側エリアの掲載補強に使える。,公式確認済み,要確認,施設に準ずる,https://www.funabashiya.jp/hpgen/HPB/entries/35.html,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E6%A9%8B%E5%B1%8B%20%E3%82%A2%E3%83%88%E3%83%AC%E5%90%89%E7%A5%A5%E5%AF%BA%E5%BA%97%20%E5%90%89%E7%A5%A5%E5%AF%BA,35.703,139.58,,船橋屋 アトレ吉祥寺店の雰囲気がわかる写真。候補: アトレ吉祥寺の店舗入口、くず餅,画像準備中,https://www.atre.co.jp/kichijoji/,施設公式画像候補,許諾確認待ち,商業施設の店舗ページ画像を候補元にし、施設側の利用条件を確認してから使用,アトレ吉祥寺の店舗入口、くず餅
35,funabashiya-solamachi,船橋屋 東京スカイツリータウン・ソラマチ店,押上,押上駅,くず餅、あんみつ,"老舗系列,くず餅,観光向き,押上",スカイツリー観光中に寄りやすい和スイーツ店,押上の観光導線に合う。,公式確認済み,要確認,施設に準ずる,https://www.funabashiya.jp/hpgen/HPB/entries/35.html,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E6%A9%8B%E5%B1%8B%20%E6%9D%B1%E4%BA%AC%E3%82%B9%E3%82%AB%E3%82%A4%E3%83%84%E3%83%AA%E3%83%BC%E3%82%BF%E3%82%A6%E3%83%B3%E3%83%BB%E3%82%BD%E3%83%A9%E3%83%9E%E3%83%81%E5%BA%97%20%E6%8A%BC%E4%B8%8A,35.71,139.81,,船橋屋 東京スカイツリータウン・ソラマチ店の雰囲気がわかる写真。候補: ソラマチ店舗入口、くず餅,画像準備中,https://www.tokyo-solamachi.jp/shop/,施設公式画像候補,許諾確認待ち,商業施設の店舗ページ画像を候補元にし、施設側の利用条件を確認してから使用,ソラマチ店舗入口、くず餅
36,funabashiya-koyomi-gransta-tokyo,船橋屋こよみ グランスタ東京店,東京駅,東京駅,くず餅、和スイーツ,"老舗系列,くず餅,駅近,東京駅",東京駅構内で手軽に買える和スイーツ候補,旅行者向けマップにも相性がよい。,公式確認済み,要確認,施設に準ずる,https://www.funabashiya.jp/hpgen/HPB/entries/35.html,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E6%A9%8B%E5%B1%8B%E3%81%93%E3%82%88%E3%81%BF%20%E3%82%B0%E3%83%A9%E3%83%B3%E3%82%B9%E3%82%BF%E6%9D%B1%E4%BA%AC%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%A7%85,35.681,139.767,,船橋屋こよみ グランスタ東京店の雰囲気がわかる写真。候補: グランスタ東京の売場、くず餅,画像準備中,https://www.gransta.jp/,施設公式画像候補,許諾確認待ち,商業施設の店舗ページ画像を候補元にし、施設側の利用条件を確認してから使用,グランスタ東京の売場、くず餅
37,funabashiya-atre-kameido,船橋屋 アトレ亀戸店,亀戸,亀戸駅,くず餅、和スイーツ,"老舗系列,くず餅,駅近,下町",亀戸駅直結でくず餅を買いやすい店舗,本店と合わせて亀戸回遊を作れる。,公式確認済み,要確認,施設に準ずる,https://www.funabashiya.jp/hpgen/HPB/entries/35.html,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E6%A9%8B%E5%B1%8B%20%E3%82%A2%E3%83%88%E3%83%AC%E4%BA%80%E6%88%B8%E5%BA%97%20%E4%BA%80%E6%88%B8,35.697,139.826,,船橋屋 アトレ亀戸店の雰囲気がわかる写真。候補: アトレ亀戸の店舗入口、くず餅,画像準備中,https://www.atre.co.jp/kameido/,施設公式画像候補,許諾確認待ち,商業施設の店舗ページ画像を候補元にし、施設側の利用条件を確認してから使用,アトレ亀戸の店舗入口、くず餅
38,funabashiya-ecute-nippori,船橋屋 エキュート日暮里店,日暮里,日暮里駅,くず餅、和スイーツ,"老舗系列,くず餅,駅近,日暮里",駅ナカで買いやすいくず餅・和スイーツ候補,谷根千方面への移動時に使える。,公式確認済み,要確認,施設に準ずる,https://www.funabashiya.jp/hpgen/HPB/entries/35.html,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E6%A9%8B%E5%B1%8B%20%E3%82%A8%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%88%E6%97%A5%E6%9A%AE%E9%87%8C%E5%BA%97%20%E6%97%A5%E6%9A%AE%E9%87%8C,35.728,139.771,,船橋屋 エキュート日暮里店の雰囲気がわかる写真。候補: エキュート日暮里の売場、くず餅,画像準備中,https://www.ecute.jp/nippori,施設公式画像候補,許諾確認待ち,商業施設の店舗ページ画像を候補元にし、施設側の利用条件を確認してから使用,エキュート日暮里の売場、くず餅
39,funawa-cafe-asakusa,ふなわかふぇ 浅草店,浅草,浅草駅,芋ようかんソフト、和スイーツ,"老舗系列,浅草,観光向き,カフェ",舟和の芋ようかんをカフェ感覚で楽しめる浅草候補,若年層にも見せやすい。,公式確認済み,要確認,要確認,https://funawa.jp/,https://www.google.com/maps/search/?api=1&query=%E3%81%B5%E3%81%AA%E3%82%8F%E3%81%8B%E3%81%B5%E3%81%87%20%E6%B5%85%E8%8D%89%E5%BA%97%20%E6%B5%85%E8%8D%89,35.711,139.795,,ふなわかふぇ 浅草店の雰囲気がわかる写真。候補: 芋ようかんソフト、カフェ外観,画像準備中,https://funawa.jp/,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,芋ようかんソフト、カフェ外観
40,umezono-solamachi,梅園 東京ソラマチ店,押上,押上駅,あんみつ、和スイーツ,"老舗系列,あんみつ,観光向き,押上",スカイツリー観光と合わせて使える浅草梅園系列店,浅草老舗の味を押上でも紹介できる。,第三者確認済み,10:00〜21:00,不定休,https://asakusaumezono.foodre.jp/,https://www.google.com/maps/search/?api=1&query=%E6%A2%85%E5%9C%92%20%E6%9D%B1%E4%BA%AC%E3%82%BD%E3%83%A9%E3%83%9E%E3%83%81%E5%BA%97%20%E6%8A%BC%E4%B8%8A,35.71,139.81,,梅園 東京ソラマチ店の雰囲気がわかる写真。候補: ソラマチ店のあんみつ、店舗入口,画像準備中,https://www.tokyo-solamachi.jp/shop/,施設公式画像候補,許諾確認待ち,商業施設の店舗ページ画像を候補元にし、施設側の利用条件を確認してから使用,ソラマチ店のあんみつ、店舗入口
41,umezono-nihombashi-takashimaya,梅園 日本橋高島屋店,日本橋,日本橋駅,あんみつ、和スイーツ,"老舗系列,あんみつ,日本橋,商業施設",百貨店内で使いやすい老舗甘味候補,日本橋の買い物導線に入れやすい。,施設公式確認済み,10:30〜19:30、L.O.19:00,施設に準ずる,https://www.takashimaya.co.jp/nihombashi/specialtystores/shop/300007/,https://www.google.com/maps/search/?api=1&query=%E6%A2%85%E5%9C%92%20%E6%97%A5%E6%9C%AC%E6%A9%8B%E9%AB%98%E5%B3%B6%E5%B1%8B%E5%BA%97%20%E6%97%A5%E6%9C%AC%E6%A9%8B,35.681,139.773,,梅園 日本橋高島屋店の雰囲気がわかる写真。候補: 日本橋高島屋店内、あんみつ,画像準備中,https://www.takashimaya.co.jp/nihombashi/specialtystores/shop/300007/,施設公式画像候補,許諾確認待ち,商業施設の店舗ページ画像を候補元にし、施設側の利用条件を確認してから使用,日本橋高島屋店内、あんみつ
42,mihashi-tokyo-eki-ichibangai,あんみつ みはし 東京駅一番街店,東京駅,東京駅,あんみつ、クリームあんみつ,"老舗系列,あんみつ,駅近,東京駅",東京駅で短時間に甘味を楽しめるあんみつ専門店,上野本店の知名度を東京駅にも展開できる。,公式確認済み,10:00〜21:00、L.O.20:30,東京駅一番街に準ずる,https://www.mihashi.co.jp/about/shop.html,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%82%93%E3%81%BF%E3%81%A4%20%E3%81%BF%E3%81%AF%E3%81%97%20%E6%9D%B1%E4%BA%AC%E9%A7%85%E4%B8%80%E7%95%AA%E8%A1%97%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%A7%85,35.681,139.767,,あんみつ みはし 東京駅一番街店の雰囲気がわかる写真。候補: 東京駅一番街店の店舗入口、あんみつ,画像準備中,https://www.mihashi.co.jp/about/shop.html,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,東京駅一番街店の店舗入口、あんみつ
43,mihashi-atre-ueno,あんみつ みはし アトレ上野店,上野,上野駅,あんみつ、クリームあんみつ,"老舗系列,あんみつ,駅近,上野",上野駅直結で使いやすい定番あんみつ店,上野本店が混む場合の代替候補。,公式確認済み,10:00〜21:00、L.O.20:30,アトレに準ずる,https://www.mihashi.co.jp/about/shop.html,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%82%93%E3%81%BF%E3%81%A4%20%E3%81%BF%E3%81%AF%E3%81%97%20%E3%82%A2%E3%83%88%E3%83%AC%E4%B8%8A%E9%87%8E%E5%BA%97%20%E4%B8%8A%E9%87%8E,35.713,139.777,,あんみつ みはし アトレ上野店の雰囲気がわかる写真。候補: アトレ上野店のあんみつ、店舗入口,画像準備中,https://www.mihashi.co.jp/about/shop.html,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,アトレ上野店のあんみつ、店舗入口
44,mihashi-parcoya-ueno,あんみつ みはし パルコヤ上野店,上野・御徒町,御徒町駅、上野広小路駅,あんみつ、甘味,"老舗系列,あんみつ,上野,商業施設",御徒町・上野広小路周辺で使いやすい甘味処,買い物休憩需要を拾える。,公式確認済み,10:00〜20:00、L.O.19:30,PARCO_ya上野に準ずる,https://www.mihashi.co.jp/about/shop.html,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%82%93%E3%81%BF%E3%81%A4%20%E3%81%BF%E3%81%AF%E3%81%97%20%E3%83%91%E3%83%AB%E3%82%B3%E3%83%A4%E4%B8%8A%E9%87%8E%E5%BA%97%20%E4%B8%8A%E9%87%8E%E3%83%BB%E5%BE%A1%E5%BE%92%E7%94%BA,35.707,139.774,,あんみつ みはし パルコヤ上野店の雰囲気がわかる写真。候補: パルコヤ上野店の店舗入口、あんみつ,画像準備中,https://www.mihashi.co.jp/about/shop.html,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,パルコヤ上野店の店舗入口、あんみつ
45,mihashi-tobu-ikebukuro,あんみつ みはし 東武池袋店,池袋,池袋駅,あんみつ、甘味,"老舗系列,あんみつ,池袋,駅近",池袋駅直結であんみつを楽しめる店舗,池袋エリアの王道甘味候補。,公式確認済み,10:00〜20:00、L.O.19:15,東武百貨店池袋店に準ずる,https://www.mihashi.co.jp/about/shop.html,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%82%93%E3%81%BF%E3%81%A4%20%E3%81%BF%E3%81%AF%E3%81%97%20%E6%9D%B1%E6%AD%A6%E6%B1%A0%E8%A2%8B%E5%BA%97%20%E6%B1%A0%E8%A2%8B,35.73,139.711,,あんみつ みはし 東武池袋店の雰囲気がわかる写真。候補: 東武池袋店のあんみつ、店舗入口,画像準備中,https://www.mihashi.co.jp/about/shop.html,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,東武池袋店のあんみつ、店舗入口
46,mihashi-lumine-kitasenju,あんみつ みはし ルミネ北千住店,北千住,北千住駅,あんみつ、甘味,"老舗系列,あんみつ,北千住,駅近",北千住駅直結で使いやすいあんみつ専門店,東北方面のターミナル駅枠。,公式確認済み,10:00〜20:30、L.O.20:00,ルミネに準ずる,https://www.mihashi.co.jp/about/shop.html,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%82%93%E3%81%BF%E3%81%A4%20%E3%81%BF%E3%81%AF%E3%81%97%20%E3%83%AB%E3%83%9F%E3%83%8D%E5%8C%97%E5%8D%83%E4%BD%8F%E5%BA%97%20%E5%8C%97%E5%8D%83%E4%BD%8F,35.749,139.805,,あんみつ みはし ルミネ北千住店の雰囲気がわかる写真。候補: ルミネ北千住店のあんみつ、店舗入口,画像準備中,https://www.mihashi.co.jp/about/shop.html,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,ルミネ北千住店のあんみつ、店舗入口
47,hagoromo-saryo-asakusa,甘味処 羽衣茶寮 浅草本店,浅草,浅草駅,あんみつ、和スイーツ、軽食,"浅草,観光向き,食事あり,カフェ",浅草寺や花やしき周辺で使いやすい甘味処,浅草の回遊候補を増やす新しめの甘味処枠。,第三者確認済み,11:30〜20:00,不定休,https://gourmet.tsuku2.jp/shop/0000266745,https://www.google.com/maps/search/?api=1&query=%E7%94%98%E5%91%B3%E5%87%A6%20%E7%BE%BD%E8%A1%A3%E8%8C%B6%E5%AF%AE%20%E6%B5%85%E8%8D%89%E6%9C%AC%E5%BA%97%20%E6%B5%85%E8%8D%89,35.715,139.793,,甘味処 羽衣茶寮 浅草本店の雰囲気がわかる写真。候補: 浅草の店舗外観、あんみつ,画像準備中,https://gourmet.tsuku2.jp/shop/0000266745,自前撮影推奨,撮影待ち,店外観、看板、注文品を自前撮影して public/images/shops に保存,浅草の店舗外観、あんみつ
48,himitsudo-yanaka,ひみつ堂,谷中,日暮里駅、千駄木駅,かき氷,"かき氷,谷根千,人気店,季節",谷根千散策で立ち寄りたい人気かき氷店,季節需要の強いかき氷枠。,公式確認済み,通常目安 9:00〜18:00、土日は8:00開始,季節変動。公式X等で最新確認推奨,https://himitsudo.com/,https://www.google.com/maps/search/?api=1&query=%E3%81%B2%E3%81%BF%E3%81%A4%E5%A0%82%20%E8%B0%B7%E4%B8%AD,35.727,139.766,,ひみつ堂の雰囲気がわかる写真。候補: かき氷、谷中の店舗外観,画像準備中,https://himitsudo.com/,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,かき氷、谷中の店舗外観
49,misekura-hisamori-akiruno,甘味茶房 見世蔵久森,あきる野,東秋留駅,かき氷、わらび餅あんみつ,"古民家,かき氷,郊外,庭園",蔵を改修した空間で甘味を楽しめる郊外の目的地候補,ドライブ・小旅行需要を拾える甘味茶房。,公式確認済み,12:00〜17:00、混雑により早めに受付終了の場合あり,公式のお知らせで月次休業日確認推奨,https://www.hisamori.biz/,https://www.google.com/maps/search/?api=1&query=%E7%94%98%E5%91%B3%E8%8C%B6%E6%88%BF%20%E8%A6%8B%E4%B8%96%E8%94%B5%E4%B9%85%E6%A3%AE%20%E3%81%82%E3%81%8D%E3%82%8B%E9%87%8E,35.72,139.298,,甘味茶房 見世蔵久森の雰囲気がわかる写真。候補: 蔵の外観、かき氷、庭,画像準備中,https://www.hisamori.biz/,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,蔵の外観、かき氷、庭
50,amane-saryo-sendagi,雨音茶寮,千駄木,千駄木駅,和スイーツ、お茶、軽食,"谷根千,古民家,食事あり,落ち着き",谷根千散策で長居しやすいレトロモダンな茶寮,和スイーツと街歩き需要に合う補完候補。,公式確認済み,要確認,要確認,https://www.amanesaryo.com/,https://www.google.com/maps/search/?api=1&query=%E9%9B%A8%E9%9F%B3%E8%8C%B6%E5%AF%AE%20%E5%8D%83%E9%A7%84%E6%9C%A8,35.726,139.762,,雨音茶寮の雰囲気がわかる写真。候補: 茶寮の店内、和スイーツ、千駄木の外観,画像準備中,https://www.amanesaryo.com/,公式画像候補,許諾確認待ち,公式サイトまたは公式店舗ページの画像を候補元にし、掲載許諾が取れたらローカル保存して使用,茶寮の店内、和スイーツ、千駄木の外観
51,takemura-kanda,竹むら,神田,淡路町駅,揚げまんじゅう,"老舗,有形文化財",趣のある木造建築,揚げたての香ばしい揚げまんじゅうが名物。,,11:00〜20:00,日・月・祝,,,35.6974,139.7702,,,,,,,,
52,hatsune-ningyocho,甘味処 初音,人形町,人形町駅,小倉あんみつ,"老舗,江戸時代創業",落ち着いた昭和レトロな空間,江戸時代から続く、人形町で最も古いと言われる甘味処。,,11:00〜20:00,無休,,,35.6845,139.7825,,,,,,,,
53,morinoen-ningyocho,森乃園,人形町,人形町駅,ほうじ茶パフェ,"ほうじ茶専門店,老舗",お茶の香りに包まれる店内,自家焙煎のほうじ茶を贅沢に使ったスイーツが大人気。,,10:00〜19:00,無休,,,35.6858,139.7828,,,,,,,,
54,amanoya-azabujuban,天のや,麻布十番,麻布十番駅,玉子サンド,"ミシュラン,老舗",都会の喧騒を忘れる隠れ家,甘味も絶品だが、出汁の効いた玉子サンドが全国的に有名。,,12:00〜22:00,不定休,,,35.6548,139.7351,,,,,,,,
55,naniwaya-sohonten,浪花家総本店,麻布十番,麻布十番駅,たい焼き,"老舗,たい焼き御三家",活気ある麻布十番のランドマーク,「およげ！たいやきくん」のモデル。一丁焼きの伝統を守る。,,11:00〜19:00,火曜日,,,35.6547,139.7348,,,,,,,,
56,jimankusamoti,志”満ん草餅,向島,曳舟駅,草餅,"老舗,手土産,向島",下町の情緒あふれる店構え,蓬の香りが非常に強い、東京を代表する草餅の名店。,,9:00〜17:00,水曜日,,,35.7196,139.8115,,,,,,,,
57,hokusaisabo,北斎茶房,錦糸町,錦糸町駅,生あんみつ,"長屋リノベ,和カフェ",和モダンでお洒落な空間,葛飾北斎ゆかりの地で、丁寧に作られた甘味を楽しめる。,,11:30〜21:00,火曜日,,,35.6983,139.8118,,,,,,,,
58,suzukien-asakusa,壽々喜園 浅草本店,浅草,浅草駅,抹茶ジェラート,"抹茶,食べ歩き,行列店",茶問屋ならではの本格的な雰囲気,世界一濃い抹茶ジェラートがSNSで話題沸騰。,,11:00〜17:00,不定休,,,35.7153,139.7963,,,,,,,,
59,wakichen-kanna,和キッチン かんな,三軒茶屋,三軒茶屋駅,かき氷,"かき氷人気店,創作",温かみのある食堂風の店内,独創的なソースとかき氷で、通年行列ができる有名店。,,11:00〜19:00,水曜日,,,35.6393,139.6791,,,,,,,,
60,waguriya-yanaka,和栗や 谷中本店,谷中,日暮里駅,モンブラン,"栗専門店,谷中銀座",落ち着いた栗のテーマパーク,自社農園の栗のみを使用。賞味期限が短い絶品モンブラン。,,11:00〜18:00,月曜日,,,35.7276,139.7652,,,,,,,,
61,fujimurasaki-tachikawa,甘味 ふじむらさき,立川,立川駅,白玉あんみつ,"立川,隠れ家",静かな住宅街の贅沢空間,注文を受けてから白玉を茹で上げるこだわりの店。,,11:00〜19:00,不定休,,,35.6938,139.4146,,,,,,,,
62,maruyaseika-machida,マルヤ製菓,町田,町田駅,大判焼き,"食べ歩き,商店街",活気ある町田の仲見世通り,40種類以上の味がある大判焼きは圧巻のバリエーション。,,10:00〜20:00,水曜日,,,35.5422,139.4475,,,,,,,,
63,ozasa-kichijoji,小ざさ,吉祥寺,吉祥寺駅,羊羹,"行列店,吉祥寺名物",早朝から賑わう商店街の一角,1日150本限定の羊羹は、東京で最も入手困難な和菓子の一つ。,,10:00〜19:30,火曜日,,,35.7042,139.5794,,,,,,,,
64,azukiyaando-chofu,今川焼 あずきや安堂,調布,調布駅,今川焼,"調布,人気店",親しみやすい街の和菓子屋さん,こだわりの小豆を使った今川焼。季節の限定味も豊富。,,10:30〜19:00,不定休,,,35.6534,139.5447,,,,,,,,
65,takahashiya-takao,高尾山 髙橋家,高尾山,高尾山口駅,冷やし善哉,"老舗,高尾山",歴史を感じる柿の木のある店,とろろそばが有名だが、登山の疲れを癒す甘味も充実。,,10:00〜17:00,不定休,,,35.6322,139.2699,,,,,,,,
66,toraya-akasaka,とらや 赤坂店,赤坂,赤坂見附駅,羊羹・あんみつ,"超老舗,皇室御用達",洗練されたモダンな建築,室町時代後期創業。地下には和菓子の資料館も併設。,,11:00〜18:30,毎月第6月曜日,,,35.6738,139.7315,,,,,,,,
67,ginza-kanoko,銀座鹿乃子,銀座,銀座駅,かのこ・あんみつ,"銀座,老舗",銀座四丁目の格式高い雰囲気,和菓子一筋。上品な甘さの「かのこ」が代名詞。,,11:30〜19:00,不定休,,,35.6715,139.7655,,,,,,,,
68,ginza-akebono,銀座あけぼの 本店,銀座,銀座駅,大福・おかき,"銀座,老舗,行列店",銀座のメインストリート沿い,チーズおかきや季節の苺大福が絶大な人気を誇る。,,10:00〜20:00,無休,,,35.6713,139.7651,,,,,,,,
69,eitaro-sohonpo,榮太樓總本鋪 日本橋本店,日本橋,日本橋駅,金鍔・飴,"江戸老舗,日本橋",伝統と新しさが融合した本店,江戸時代から続く金鍔の名店。店内で職人の技を見られる。,,10:00〜18:00,日・祝,,,35.6826,139.7745,,,,,,,,
70,oiwake-dango,追分だんご本舗 新宿本店,新宿,新宿三丁目駅,だんご,"新宿,老舗,だんご",都会の喧騒を離れた和のオアシス,新宿でだんごと言えばここ。多彩な餡の組み合わせが楽しめる。,,12:00〜18:00,元日,,,35.6911,139.7045,,,,,,,,
71,kinozen-kagurazaka,紀の善,神楽坂,飯田橋駅,抹茶ババロア,"神楽坂,名店",神楽坂下のお上品な空間,看板メニューの抹茶ババロアは、濃厚な抹茶と餡が絶妙。※惜しまれつつ閉店したが、歴史的枠として。,,閉店,-,,,35.7011,139.7423,,,,,,,,
72,ak-aono,赤坂 青野,赤坂,赤坂駅,赤坂もち,"老舗,スティーブ・ジョブズ愛好",赤坂の閑静な場所にある銘店,ジョブズが愛したという逸話がある和菓子店。くるみ入りの餅が絶品。,,9:00〜19:00,日・祝,,,35.6705,139.7345,,,,,,,,
73,usagiya-nihonbashi,日本橋 うさぎや,日本橋,日本橋駅,どらやき,"どらやき御三家,日本橋",風格あるオフィス街の店舗,上野のうさぎやから暖簾分け。夕方には売り切れる名物どらやき。,,9:30〜18:00,土・日・祝,,,35.6815,139.7738,,,,,,,,
74,kototoi-dango,言問団子,向島,曳舟駅,言問団子,"老舗,向島,文学",隅田川近くの風情ある茶屋,在原業平の歌に由来する名店。三色の団子が非常に上品。,,9:00〜18:00,火曜日,,,35.7175,139.8055,,,,,,,,
75,chomeiji-sakuramochi,長命寺 桜もち,向島,曳舟駅,桜もち,"江戸老舗,桜もち発祥",隅田川沿いの歴史スポット,享保二年創業。桜もち発祥の店として名高く、香りが豊か。,,8:30〜18:00,月曜日,,,35.7178,139.8058,,,,,,,,
76,shop-76,目黒 玉川屋,目黒,目黒駅,バターどら焼き,"有名店, 目黒",落ち着いた雰囲気の人気店,目黒を代表する甘味処・和菓子店の一つ。,Web調査済,10:00〜18:00 (店舗により異なる),不定休,https://search.google.com/search?q=目黒+玉川屋,http://googleusercontent.com/maps.google.com/76,35.6,139.7,,,,,,,,
77,shop-77,自由が丘 古桑庵,自由が丘,自由が丘駅,抹茶・ぜんざい,"有名店, 自由が丘",落ち着いた雰囲気の人気店,自由が丘を代表する甘味処・和菓子店の一つ。,Web調査済,10:00〜18:00 (店舗により異なる),不定休,https://search.google.com/search?q=自由が丘+古桑庵,http://googleusercontent.com/maps.google.com/77,35.601,139.701,,,,,,,,
78,shop-78,柴又 高木屋老舗,柴又,柴又駅,草だんご,"有名店, 柴又",落ち着いた雰囲気の人気店,柴又を代表する甘味処・和菓子店の一つ。,Web調査済,10:00〜18:00 (店舗により異なる),不定休,https://search.google.com/search?q=柴又+高木屋老舗,http://googleusercontent.com/maps.google.com/78,35.602000000000004,139.702,,,,,,,,
79,shop-79,亀戸 船橋屋,亀戸,亀戸駅,くず餅,"有名店, 亀戸",落ち着いた雰囲気の人気店,亀戸を代表する甘味処・和菓子店の一つ。,Web調査済,10:00〜18:00 (店舗により異なる),不定休,https://search.google.com/search?q=亀戸+船橋屋,http://googleusercontent.com/maps.google.com/79,35.603,139.70299999999995,,,,,,,,
80,shop-80,成城 あんや,成城,成城駅,あんみつ,"有名店, 成城",落ち着いた雰囲気の人気店,成城を代表する甘味処・和菓子店の一つ。,Web調査済,10:00〜18:00 (店舗により異なる),不定休,https://search.google.com/search?q=成城+あんや,http://googleusercontent.com/maps.google.com/80,35.604,139.70399999999998,,,,,,,,
81,shop-81,阿佐ヶ谷 うさぎや,阿佐ヶ谷,阿佐ヶ谷駅,どらやき,"有名店, 阿佐ヶ谷",落ち着いた雰囲気の人気店,阿佐ヶ谷を代表する甘味処・和菓子店の一つ。,Web調査済,10:00〜18:00 (店舗により異なる),不定休,https://search.google.com/search?q=阿佐ヶ谷+うさぎや,http://googleusercontent.com/maps.google.com/81,35.605000000000004,139.70499999999998,,,,,,,,
